,Velo,SpinRate,HorzBreak,InducedVertBreak,InPlayProbability
0,0.30472574565993377,0.6889528627342969,-1.2713891909616246,0.8683538197125175,0.2258521206553842
1,0.5079500874723675,-1.0639638454296592,0.35015184978222025,0.07299647775997375,0.2719040073577402
2,-0.5043372000461684,0.7607096870451021,0.29848510093499,1.6920389574058372,0.22576317930594458
3,0.38908301961981134,0.6120705509727199,-0.5281828806206957,0.8596375748692021,0.23059984540335898
4,1.3400195624402556,-0.1362506168399631,1.4311792102781167,-0.1710583778528615,0.26625186594935146
5,0.7878628601574187,1.3040113568269132,0.3481646671342499,0.6439105149971426,0.23181335045530724
6,0.36607649035802553,-1.2433559062066721,1.1191915345467645,0.22988888493965381,0.2769919536241345
7,-0.4583241415225969,-0.9819560462173103,-1.5794025013970363,0.9380837784590419,0.2460229603222277
8,-0.588694474006046,-1.4637518665898597,1.7193206942338244,-1.5068229000909699,0.3639651114905265
9,0.7073400077411685,-1.3561166301236518,0.10771556672983157,0.08607084502494719,0.2683295575577998
10,-0.2512653781665358,-0.8435678850464716,0.3879083200936577,-0.5807218854886925,0.30623701533078
11,-0.7574090219258011,1.150246733303759,-0.07510523688344505,1.4893862647987508,0.2301557539480376
12,-0.6462107971605104,0.7709606619466457,-1.7761335835461056,-0.2037442960152949,0.26976770633288044
13,-0.31645054440826037,-0.5667915627047944,-1.0985043005881998,0.5632852501964735,0.25558956625682094
14,0.5577975675395664,0.10977278079708337,-0.4089519217424717,0.7572216979602446,0.2353267799915567
15,0.2357061578745819,-0.6385483870155996,0.7555371099681817,-1.308528329905541,0.32373299321441495
16,0.11300466847839291,0.43267849019570687,-0.1287591683786457,0.7550426367494154,0.24236684766322789
17,0.46577145049242874,1.0784899089929538,-0.7586960677852619,0.9903812475189356,0.22078154586276927
18,-0.7727467081003268,-0.8589443473987871,0.8489346944227901,0.10568239592240715,0.2966795002728062
19,0.18969309935101036,-0.04399184272607066,-0.1764515519299353,1.0622902674762886,0.2351659369878279
20,-0.7152303849458623,-0.2900152403631171,-2.660429861892933,-2.1954062427128984,0.3409505076109347
21,0.4082551273379643,0.39167459058953247,-0.6851703098103572,-0.051210011257272904,0.25805137714147297
22,0.33540111800897965,3.938511906523619,0.11168993202577264,0.633015208942998,0.219092815922453
23,-1.0258185299799594,-0.8384423975956998,0.6998959958250103,-0.10786560273882394,0.30735007859071556
24,1.4090391502256074,-0.8230659352433845,1.4490638541098504,-3.213027828169989,0.3781835689208
